video_id,title,description,published_at,view_count,like_count,comment_count,duration
XPcpStAZZDM,Ekin Beril - A Kind Of Magic (Live Performance at Coke Studio),"Ekin Beril performs her version of Queen's """"A Kind Of Magic"""" at Coke Studio. Check out this take on the legendary hit song and experience Coca-Cola’s Real Magic.

About Ekin Beril: Singer, songwriter and multi-instrumentalist with an edgy look and electro indie inspired sound. Interested in music since her childhood, during the years she was studying, she wanted to discover new ways of creating music. She broke viewing records and caught the media’s attention with her musical creation and video production abilities. She reached hundreds of thousands of followers. In a very short time, she made her name known as the leading artist in her genre.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/EkinBerilmusic/featured

℗ & ©️ 2022 EMI - Kent Elektronik Sanayi ve Ticaret A.S/The Coca-Cola Company",2022-05-19T17:32:24Z,329821,914,19,PT3M22S
eLMLtZpdUxo,Inside Coke Studio With Ekin Beril - Behind the Scenes,"Go behind the scenes with Ekin Beril at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Ekin Beril: Singer, songwriter and multi-instrumentalist with an edgy look and electro indie inspired sound. Interested in music since her childhood, during the years she was studying, she wanted to discover new ways of creating music. She broke viewing records and caught the media’s attention with her musical creation and video production abilities. She reached hundreds of thousands of followers. In a very short time, she made her name known as the leading artist in her genre.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/EkinBerilmusic",2022-05-19T17:32:03Z,5361,79,4,PT59S
GAdfZJEl1Vs,Tems - A Kind Of Magic (Live Performance at Coke Studio Global),"Tems performs her version of Queen's """"A Kind Of Magic"""" at Coke Studio. Check out this take on the legendary hit song and experience Coca-Cola’s Real Magic

About Tems: Ranked #1 on the Billboard Next Big Sound chart in 2021, leading the way for Afrobeats’ global takeover. 350m audio streams. A billion worldwide video views. A platinum record for Essence, her collaboration with Wiz Kid…The list of accolades that Nigerian singer, producer & songwriter Tems has achieved in a short space of time could go on and on.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/channel/UCWfi5ELXGAe-DCA6cOP3aNw

℗ & ©️ Since '93/RCA Records",2022-05-19T17:32:15Z,674299,2599,129,PT3M19S
BKNFdAKhygA,Mariah Angeliq - A Kind Of Magic (Live Performance at Coke Studio),"Mariah Angeliq performs her version of Queen's """"A Kind Of Magic"""" at Coke Studio. Check out this take on the legendary hit song and experience Coca-Cola’s Real Magic.

About Mariah Angeliq: Unapologetic breakthrough Latin Urban Pop powerhouse. Bilingual singer-songwriter Mariah Angeliq is the fastest growing and leading female voice of the new class of Gen-Z Latin urban artists. At just the age of 22, and with only 3 years of a professional career under her belt, Mariah Angeliq already counts with over 4.4B career streams and 20 million aggregated fans and listeners globally across all platforms. Also known as The Princess of Miami, Mariah is credited with helping restore the powerful swagger of female reggaeton and inspiring young women and men alike to be bold and fearless.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/MARIAHOfficial

℗ & ©️ Universal Music Latino/The Coca-Cola Company; (P) 2022 UMG Recordings, Inc. ©️ 2022 UMG Recordings, Inc",2022-05-19T17:32:18Z,35868,795,23,PT1M33S
NpmXiDc2LyI,Welcome to Coke Studio: Meet the Artists,"Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music of Mariah Angeliq, Tems, Tri.Be, Ari Lennox, Tesher, Ekin Beril and Griff.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

More Coke Studio:
Watch More Videos: https://www.youtube.com/c/cokestudioglobal
https://twitter.com/CocaCola
https://www.instagram.com/cocacola/
https://www.facebook.com/cocacola",2022-05-19T17:31:57Z,18464,262,7,PT1M43S
Mo6AEwkTLjQ,Tesher - A Kind Of Magic (Live Performance at Coke Studio),"Tesher performs his version of Queen's """"A Kind Of Magic"""" at Coke Studio. Check out this take on the legendary hit song and experience Coca-Cola’s Real Magic.

About Tesher: TikTok phenomenon taking the Desi hip hop world by storm. Tesher, a multilingual rapper, singer, songwriter, producer and sound engineer is bringing South Asian influences to the global soundscape in ways never heard before. His Canadian upbringing and Indian heritage have led him to create genre-defying and energetic music that resonates with audiences beyond his dual identity. Following in the footsteps of K-Pop and Latin acts before him, Tesher authentically bridges the gap between the cultures - owning the narrative and his South Asian identity through his innovative globe-trotting music.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/TesherMusic

℗ & ©️ 2022 Universal Music India Pvt. Ltd./The Coca-Cola Company",2022-05-19T17:32:12Z,93031,1608,63,PT2M32S
kBBZvxMUHBU,Inside Coke Studio With Griff - Behind the Scenes,"Go behind the scenes with Griff at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Griff: NME Radar Award winner 2022 and Brits Rising Star winner 2021.Griff has without doubt been the breakthrough sound of the year. The Brit Award winning artist, producer, designer and all-round star became the first female artist to go top 5 with a mixtape on 2021’s acclaimed ‘One Foot In Front Of The Other’: featuring the anthemic hit ‘Black Hole’, Griff followed up with recent single ‘One Night’, before finally taking her astonishingly accomplished live show out on the road for her first official live shows.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/wiffygriffy",2022-05-19T17:32:01Z,5755,79,3,PT57S
Kgjggs8pVTA,Inside Coke Studio With Ari Lennox - Behind the Scenes,"Go behind the scenes with Ari Lennox at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Ari Lennox: Grammy winning, empowering R&B artist who placed on BET’s Future 40 list. The heiress to the raw and real giants of soul music, Ari Lennox is here to stay. The D.C.-born singer-songwriter catapulted to success in 2019 through her debut album, Shea Butter Baby. The project, now with over 1.3 billion global streams, spawned major hits: the RIAA platinum-certified title track, featuring Dreamville label head and marquee artist, J. Cole, the fan-favorite, gold-certified singles “BMO"""" and """"Whipped Cream,"""" and """"Up Late,"""" whose intimate video drew praise from ESSENCE, Noisey, Pitchfork, and Billboard.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/arilennox",2022-05-19T17:32:06Z,5321,82,2,PT46S
hV7-JIdv15c,Inside Coke Studio With TRI.BE - Behind the Scenes,"Go behind the scenes with TRI.BE at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About TRI.BE: One of Rolling Stone’s top 10 best Kpop debuts of 2021. TRI.BE [trai-bi] is a combination of the geometrically most perfect shape """"Triangle"""" and the word """"Being"""" for existence, meaning """"The Most Perfect Existence"""". TRI.BE aims to convey the message """"We are perfect as we are"""" by portraying an image of """"myself"""" as it is without wavering in the view of others. TRI.BE consists of seven members - SongSun, JinHa, HyunBin, SoEun, Kelly, Jia and MiRe - who speak and sing in English, Chinese, Japanese, and Korean.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/TRIBE_2021",2022-05-19T17:31:48Z,575403,19288,117,PT1M
ji9YVpfRz1Y,Inside Coke Studio With Tesher - Behind the Scenes,"Go behind the scenes with Tesher at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Tesher: TikTok phenomenon taking the Desi hip hop world by storm. Tesher, a multilingual rapper, singer, songwriter, producer and sound engineer is bringing South Asian influences to the global soundscape in ways never heard before. His Canadian upbringing and Indian heritage have led him to create genre-defying and energetic music that resonates with audiences beyond his dual identity. Following in the footsteps of K-Pop and Latin acts before him, Tesher authentically bridges the gap between the cultures - owning the narrative and his South Asian identity through his innovative globe-trotting music.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/TesherMusic",2022-05-19T17:31:51Z,11937,101,1,PT59S
